Query, response, time
470, 0, 0.00021994
471, 0, 9.694e-05
472, 0, 0.00012194
473, 0, 0.00017994
474, 0, 5.794e-05
475, 1, 0.0159909
476, 0, 0.00030494
477, 1, 0.00924994
478, 0, 0.00019094
479, 1, 0.00908994
480, 0, 0.00109894
481, 0, 0.00825594
482, 1, 0.00202394
483, 1, 0.00733994
484, 0, 0.00020694
485, 0, 7.494e-05
486, 1, 0.00584594
487, 0, 0.00021594
488, 1, 0.00511294
489, 1, 0.00504094
490, 0, 0.00017994
491, 0, 0.00037094
492, 0, 0.00018594
493, 0, 9.994e-05
494, 0, 9.394e-05
495, 0, 0.00013594
496, 0, 0.00010394
497, 0, 0.00156994
498, 0, 0.00027794
499, 0, 5.894e-05
500, 0, 4.194e-05
501, 0, 4.094e-05
502, 1, 0.00610194
503, 0, 8.294e-05
504, 0, 7.794e-05
505, 1, 0.00145294
506, 1, 0.00483194
507, 0, 0.00050194
508, 1, 0.00104394
509, 0, 0.00013794
510, 1, 0.00732894
511, 1, 0.00119894
512, 1, 0.00422794
513, 0, 0.00019794
514, 0, 0.00013394
515, 0, 7.094e-05
516, 0, 0.00019894
517, 0, 0.00043694
518, 0, 0.00968294
519, 0, 0.00042894
520, 0, 0.00034294
521, 0, 0.0391759
522, 0, 0.00024794
523, 0, 8.794e-05
524, 0, 0.0579989
525, 0, 0.00056594
526, 1, 0.00395294
527, 1, 0.0108959
528, 1, 0.0473889
529, 0, 0.00014694
530, 0, 0.00010694
531, 0, 5.294e-05
532, 1, 0.00851594
533, 0, 0.00010494
534, 0, 6.694e-05
535, 0, 0.00034894
536, 0, 0.148156
537, 1, 0.00468494
538, 0, 0.0245819
539, 0, 0.00034994
540, 0, 6.194e-05
541, 1, 0.00396994
542, 0, 5.794e-05
543, 0, 0.00026194
544, 0, 5.894e-05
545, 0, 0.00012594
546, 0, 0.00018894
547, 1, 0.00346094
548, 1, 0.0482249
549, 0, 0.00190194
550, 0, 0.0545399
551, 1, 0.00190694
552, 0, 0.00067894
553, 0, 0.00019294
554, 0, 6.094e-05
555, 1, 0.0102419
556, 0, 4.094e-05
557, 0, 0.00010594
558, 0, 0.00015294
559, 0, 0.00042294
560, 0, 0.00023694
561, 0, 0.00013094
562, 1, 0.00169394
563, 0, 3.894e-05
564, 1, 0.00433294
565, 0, 0.00023994
566, 1, 0.00191094
567, 0, 0.00017094
568, 0, 0.00016494
569, 0, 0.00014494
570, 0, 0.00019194
571, 0, 5.194e-05
572, 0, 0.00024594
573, 0, 0.00029694
574, 0, 0.00043994
575, 0, 0.00010494
576, 0, 0.00064194
577, 0, 0.00044394
578, 0, 0.00027194
579, 0, 0.0610859
580, 0, 7.494e-05
581, 0, 0.00014894
582, 0, 7.194e-05
583, 0, 5.694e-05
584, 1, 0.00737194
585, 0, 6.494e-05
586, 0, 6.694e-05
587, 0, 7.594e-05
588, 1, 0.00824194
589, 0, 7.094e-05
590, 1, 0.00139394
591, 0, 0.151506
592, 0, 0.00019994
593, 1, 0.00448394
594, 1, 0.00691694
595, 0, 0.00098694
596, 0, 0.00033194
597, 0, 6.494e-05
598, 0, 0.00017994
599, 0, 5.494e-05
600, 0, 0.00074294
601, 0, 5.294e-05
602, 0, 5.094e-05
603, 0, 5.994e-05
604, 0, 0.00023694
605, 1, 0.0373559
606, 1, 0.0124129
607, 1, 0.00448194
608, 1, 0.00323594
609, 1, 0.00730894
610, 0, 0.0322929
611, 0, 0.00032994
612, 0, 3.994e-05
613, 0, 0.00286794
614, 0, 5.194e-05
615, 1, 0.0298139
616, 1, 0.0122969
617, 1, 0.00354894
618, 0, 0.00017894
619, 0, 0.00016494
620, 0, 0.00021794
621, 0, 7.494e-05
622, 1, 0.00567294
623, 0, 7.694e-05
624, 0, 4.994e-05
625, 0, 0.00019294
626, 0, 0.0817839
627, 0, 0.00034394
628, 1, 0.0396079
629, 1, 0.00642294
630, 0, 0.00017294
631, 1, 0.00585194
632, 0, 0.128266
633, 0, 0.00043994
634, 1, 0.0222039
635, 1, 0.0623169
636, 1, 0.0335389
637, 0, 8.094e-05
638, 1, 0.0104189
639, 1, 0.00870794
640, 0, 6.494e-05
641, 0, 0.00287794
642, 0, 0.00012994
643, 1, 0.00240594
644, 0, 0.00031594
645, 1, 0.00496794
646, 0, 7.794e-05
647, 0, 0.00072794
648, 0, 0.00017794
649, 0, 0.00020094
650, 1, 0.00219394
651, 1, 0.00180094
652, 0, 0.00015394
653, 0, 6.994e-05
654, 0, 0.00246494
655, 1, 0.00359394
656, 0, 0.00016594
657, 1, 0.00775294
658, 0, 8.294e-05
659, 0, 4.094e-05
660, 1, 0.0251289
661, 0, 0.00010494
662, 0, 6.394e-05
663, 0, 6.794e-05
664, 0, 0.00106394
665, 0, 7.094e-05
666, 0, 7.694e-05
667, 1, 0.00679394
668, 0, 4.894e-05
669, 0, 7.694e-05
670, 0, 7.294e-05
671, 0, 6.494e-05
672, 0, 0.00010994
673, 0, 7.294e-05
674, 0, 6.794e-05
675, 1, 0.00417794
676, 0, 4.694e-05
677, 1, 0.00309294
678, 0, 4.694e-05
679, 0, 0.00024894
680, 0, 0.00059894
681, 0, 0.00016594
682, 0, 7.094e-05
683, 0, 6.794e-05
684, 0, 0.00010694
685, 0, 0.00019594
686, 0, 7.894e-05
687, 1, 0.00877594
688, 1, 0.00520094
689, 0, 0.00019994
690, 1, 0.00654994
691, 0, 0.00026794
692, 0, 0.00023194
693, 0, 0.0114929
694, 0, 0.00014594
695, 0, 4.294e-05
696, 0, 0.00020094
697, 1, 0.00368294
698, 0, 0.0234249
699, 0, 8.194e-05
700, 0, 0.00067894
701, 1, 0.00434694
702, 1, 0.00940794
703, 1, 0.0103929
704, 0, 0.00119994
705, 0, 6.194e-05
706, 0, 0.00011294
707, 0, 8.094e-05
708, 0, 0.00021894
709, 0, 0.00011694
710, 0, 0.00072594
711, 0, 0.00021794
712, 0, 0.00016294
713, 0, 0.00018394
714, 0, 0.0683339
715, 0, 0.00017794
716, 0, 0.00029394
717, 0, 0.00012494
718, 0, 0.00020894
719, 0, 0.00026694
720, 0, 0.00014094
721, 1, 0.00401894
722, 0, 0.0874979
723, 0, 7.594e-05
724, 0, 0.00011994
725, 0, 5.194e-05
726, 0, 0.00018594
727, 0, 0.00019894
728, 0, 0.00045994
729, 1, 0.00205194
730, 0, 0.00010494
731, 0, 0.00021094
732, 0, 0.00063894
733, 0, 0.00024494
734, 0, 6.294e-05
735, 0, 0.0138609
736, 0, 8.794e-05
737, 0, 0.00013694
738, 1, 0.00347894
739, 0, 0.00020894
740, 1, 0.00267594
741, 1, 0.00251094
742, 0, 0.00889294
743, 0, 0.0111839
744, 0, 0.0644979
745, 0, 7.594e-05
746, 0, 0.00088794
747, 0, 0.00015594
748, 0, 0.00012094
749, 0, 7.094e-05
750, 0, 0.00010194
751, 0, 0.00012094
752, 0, 7.494e-05
753, 1, 0.00471394
754, 0, 0.11657
755, 1, 0.00908894
756, 0, 8.194e-05
757, 0, 0.00026294
758, 0, 7.194e-05
759, 0, 0.00042194
760, 1, 0.00549094
761, 0, 0.0646459
762, 0, 0.00010594
763, 0, 5.994e-05
764, 0, 0.00018594
765, 0, 7.394e-05
766, 0, 0.00010694
767, 0, 0.00043494
768, 0, 6.994e-05
769, 0, 8.694e-05
770, 1, 0.00971794
771, 0, 0.00024594
772, 0, 7.994e-05
773, 0, 0.00080294
774, 1, 0.0391919
775, 1, 0.00583194
776, 0, 4.694e-05
777, 1, 0.00853494
778, 0, 4.394e-05
779, 0, 0.0433579
780, 1, 0.00440194
781, 0, 0.00012494
782, 0, 7.994e-05
783, 0, 0.0535549
784, 0, 9.194e-05
785, 0, 4.294e-05
786, 0, 6.094e-05
787, 1, 0.00823994
788, 0, 0.00203594
789, 0, 0.00023794
790, 0, 0.00022594
791, 0, 0.00016394
792, 1, 0.00441094
793, 0, 0.00021794
794, 0, 0.0399049
795, 0, 8.794e-05
796, 0, 4.894e-05
797, 0, 0.00046794
798, 0, 0.00025294
799, 0, 0.00011294
800, 0, 0.00019194
801, 1, 0.00126794
802, 0, 0.00012494
803, 1, 0.0119429
804, 0, 0.00027994
805, 0, 0.00016594
806, 1, 0.0382479
807, 1, 0.00855094
808, 0, 7.494e-05
809, 0, 9.494e-05
810, 0, 0.00025394
811, 1, 0.00472394
812, 0, 6.494e-05
813, 0, 7.594e-05
814, 0, 0.00015494
815, 0, 0.0523929
816, 1, 0.00487294
817, 0, 0.00028094
818, 0, 0.00044194
819, 1, 0.0155009
820, 0, 0.00013094
821, 1, 0.0141129
822, 0, 0.00046594
823, 0, 6.894e-05
824, 0, 0.0150319
825, 1, 0.0415189
826, 0, 0.00023394
827, 0, 0.0369309
828, 0, 4.994e-05
829, 0, 7.094e-05
830, 0, 8.794e-05
831, 0, 4.094e-05
832, 0, 0.00016894
833, 1, 0.00279294
834, 0, 9.194e-05
835, 0, 4.194e-05
836, 0, 0.0125779
837, 0, 6.694e-05
838, 0, 9.494e-05
839, 1, 0.00501694
840, 0, 0.00034894
841, 0, 0.00075794
842, 0, 5.994e-05
843, 0, 0.00019894
844, 0, 8.094e-05
845, 0, 8.494e-05
846, 0, 0.00031294
847, 0, 0.00012294
848, 0, 7.094e-05
849, 0, 0.00027494
850, 1, 0.00619194
851, 0, 5.494e-05
852, 1, 0.0570819
853, 0, 9.594e-05
854, 1, 0.00954494
855, 0, 4.594e-05
856, 0, 6.594e-05
857, 1, 0.0222239
858, 1, 0.00886694
859, 0, 0.00019394
860, 1, 0.0186139
861, 1, 0.00719994
862, 0, 6.194e-05
863, 1, 0.00525294
864, 1, 0.00277594
865, 0, 6.194e-05
866, 1, 0.00388294
867, 0, 9.594e-05
868, 0, 0.00021894
869, 0, 0.00025794
870, 0, 0.00026694
871, 0, 0.00044194
872, 1, 0.00282594
873, 1, 0.00185194
874, 0, 6.194e-05
875, 0, 0.00020394
876, 0, 0.00019694
877, 1, 0.00468994
878, 0, 7.994e-05
879, 1, 0.00241994
880, 0, 9.194e-05
881, 0, 0.00026094
882, 1, 0.00084794
883, 0, 9.394e-05
884, 0, 0.00012294
885, 0, 4.994e-05
886, 1, 0.00348794
887, 0, 0.00010494
888, 0, 8.994e-05
889, 0, 5.594e-05
890, 0, 6.494e-05
891, 1, 0.00689494
892, 0, 0.00019894
893, 0, 0.00013594
894, 1, 0.00383794
895, 0, 0.0410779
896, 1, 0.00406094
897, 1, 0.00970694
898, 0, 5.094e-05
899, 0, 0.0627859
900, 0, 0.0661529
901, 1, 0.00268594
902, 1, 0.00746694
903, 0, 9.394e-05
904, 0, 5.894e-05
905, 1, 0.0131689
906, 0, 0.00093194
907, 0, 6.094e-05
908, 0, 0.00016494
909, 0, 0.00010494
910, 0, 7.394e-05
911, 0, 7.094e-05
912, 0, 9.494e-05
913, 0, 0.00013094
914, 1, 0.00332794
915, 0, 0.00049194
916, 0, 0.00087394
917, 0, 0.00010094
918, 0, 7.194e-05
919, 0, 0.00012494
920, 0, 0.00010894
921, 0, 0.00024394
922, 0, 0.00026494
923, 0, 0.00029494
924, 0, 0.00011094
925, 0, 6.494e-05
926, 0, 4.194e-05
927, 1, 0.0110399
928, 0, 0.00040794
929, 1, 0.00403394
930, 1, 0.00488894
931, 0, 0.00024694
932, 1, 0.00398394
933, 1, 0.0110559
934, 0, 0.00075994
935, 0, 0.00014994
936, 1, 0.0137009
937, 0, 0.00017394
938, 0, 9.394e-05
939, 1, 0.00437294
940, 1, 0.0138649
941, 0, 0.00020994
942, 1, 0.00661494
943, 0, 6.094e-05
944, 0, 0.00018094
945, 0, 0.00015694
946, 0, 9.894e-05
947, 0, 0.00034894
948, 1, 0.00174094
949, 1, 0.00272994
950, 0, 5.994e-05
951, 1, 0.0181959
952, 0, 0.00018594
953, 1, 0.00901694
954, 0, 0.00012894
955, 0, 7.694e-05
956, 0, 0.00032294
957, 0, 0.00043594
958, 1, 0.00616894
959, 0, 7.494e-05
960, 0, 0.00010494
961, 0, 5.694e-05
962, 1, 0.00486594
963, 1, 0.00483994
964, 0, 0.00814694
965, 0, 0.00016494
966, 0, 0.00014994
967, 1, 0.00358294
968, 0, 9.294e-05
969, 1, 0.00319594
970, 1, 0.00234194
971, 0, 5.794e-05
972, 0, 7.794e-05
973, 0, 0.00057794
974, 0, 0.00014194
975, 0, 0.00097594
976, 0, 0.00038894
977, 1, 0.0198009
978, 0, 0.0919159
979, 0, 8.194e-05
980, 0, 0.00016894
981, 0, 0.00025594
982, 1, 0.00285094
983, 0, 0.00085794
984, 0, 8.394e-05
985, 1, 0.00556594
986, 1, 0.00502094
987, 0, 6.894e-05
988, 0, 0.00091294
989, 0, 0.19255
990, 1, 0.00860094
991, 1, 0.00074494
992, 0, 8.094e-05
993, 0, 0.00055694
994, 0, 0.00011194
995, 1, 0.00147894
996, 1, 0.00336894
997, 0, 8.994e-05
998, 0, 7.394e-05
999, 1, 0.00882494
1000, 0, 6.394e-05
1001, 1, 0.00631894
1002, 0, 7.894e-05
1003, 1, 0.00407094
1004, 1, 0.00453394
1005, 0, 6.694e-05
1006, 1, 0.00240594
1007, 0, 0.00034494
1008, 1, 0.00344094
1009, 0, 9.194e-05
1010, 0, 0.00016694
1011, 0, 0.00114894
1012, 0, 5.894e-05
1013, 1, 0.0119649
1014, 0, 0.00015094
1015, 1, 0.00500094
1016, 0, 4.294e-05
1017, 0, 0.00019594
1018, 0, 0.00019894
1019, 1, 0.00359694
1020, 0, 0.00020094
1021, 0, 7.294e-05
1022, 0, 7.094e-05
1023, 0, 4.094e-05
1024, 0, 0.00011194
1025, 1, 0.0164169
1026, 1, 0.00555694
1027, 0, 0.00012394
1028, 0, 7.594e-05
1029, 0, 8.194e-05
1030, 0, 9.794e-05
1031, 0, 9.594e-05
1032, 1, 0.00903794
1033, 0, 0.00015194
1034, 0, 0.00022794
1035, 0, 0.00010194
1036, 1, 0.00223794
1037, 0, 0.00016194
1038, 1, 0.00788394
1039, 1, 0.00970994
1040, 0, 0.00029094
1041, 0, 0.00127794
1042, 0, 6.994e-05
1043, 0, 0.00014394
1044, 1, 0.00233594
1045, 0, 0.00018494
1046, 0, 0.00010194
1047, 1, 0.00165694
1048, 0, 6.894e-05
1049, 0, 0.00012794
1050, 1, 0.00169494
1051, 0, 0.00013294
1052, 1, 0.00482894
1053, 0, 0.00012494
1054, 0, 0.00010094
1055, 0, 0.00109494
1056, 0, 0.0661489
1057, 0, 0.00083994
1058, 0, 4.394e-05
1059, 0, 0.00018194
1060, 1, 0.00253094
1061, 0, 0.00016394
1062, 0, 0.00021994
1063, 0, 0.0625429
1064, 0, 0.00010994
1065, 0, 0.00011094
1066, 0, 6.494e-05
1067, 0, 6.394e-05
1068, 0, 5.294e-05
1069, 0, 0.00023194
1070, 0, 9.894e-05
1071, 1, 0.00285994
1072, 0, 0.00033294
