Query, response, time
666, 0, 0.00010492
667, 0, 0.00010792
668, 0, 8.92e-06
669, 0, 8.92e-06
670, 0, 6.492e-05
671, 0, 0.0122649
672, 0, 5.592e-05
673, 0, 8.92e-06
674, 0, 0.00017292
675, 0, 0.00010992
676, 1, 0.00346792
677, 0, 1.092e-05
678, 0, 5.592e-05
679, 0, 0.00954292
680, 0, 0.00011692
681, 0, 2.492e-05
682, 0, 0.00017992
683, 0, 8.92e-06
684, 0, 7.92e-06
685, 1, 0.00124592
686, 1, 0.00048792
687, 1, 0.0111359
688, 0, 1.192e-05
689, 0, 8.92e-06
690, 0, 7.92e-06
691, 0, 7.92e-06
692, 1, 0.00191792
693, 1, 0.00061292
694, 0, 1.392e-05
695, 0, 0.0132299
696, 0, 0.00016392
697, 1, 0.00165092
698, 1, 0.00093792
699, 0, 1.092e-05
700, 1, 0.00190592
701, 1, 0.00207792
702, 1, 0.00225592
703, 1, 0.00256892
704, 0, 0.00015492
705, 0, 8.92e-06
706, 0, 0.00030792
707, 0, 0.00033592
708, 0, 0.00015192
709, 1, 0.00134992
710, 1, 0.00968792
711, 1, 0.00205192
712, 0, 0.00014392
713, 0, 0.00011892
714, 1, 0.00505992
715, 1, 0.00072592
716, 1, 0.00788092
717, 0, 0.00020192
718, 1, 0.00052492
719, 1, 0.00907192
720, 0, 0.00900492
721, 1, 0.00138192
722, 0, 0.00019992
723, 1, 0.00279392
724, 1, 0.00304892
725, 0, 0.00016592
726, 0, 8.92e-06
727, 1, 0.00030192
728, 0, 0.00033192
729, 0, 8.92e-06
730, 0, 8.92e-06
731, 0, 7.92e-06
732, 0, 0.00025292
733, 0, 1.592e-05
734, 0, 1.392e-05
735, 0, 4.392e-05
736, 1, 0.00558492
737, 1, 0.00096692
738, 0, 8.92e-06
739, 1, 0.00112992
740, 0, 9.92e-06
741, 0, 8.92e-06
742, 0, 8.92e-06
743, 0, 7.92e-06
744, 1, 0.00059292
745, 0, 7.092e-05
746, 0, 8.92e-06
747, 0, 8.92e-06
748, 0, 0.00024392
749, 1, 0.00065392
750, 0, 8.92e-06
751, 0, 0.00027892
752, 0, 9.192e-05
753, 1, 0.00168992
754, 0, 0.00012792
755, 1, 0.00113092
